39, Adm-clerical,40, Male, Bachelors, State-gov, <=50K
49, Exec-managerial,38, Female, 11th, Private, <=50K
32, Protective-serv,40, Female, Some-college, State-gov, <=50K
25, Handlers-cleaners,40, Male, HS-grad, Federal-gov, <=50K
39, Machine-op-inspct,50, Male, Some-college, Private, <=50K
27, Exec-managerial,50, Male, Some-college, Local-gov, <=50K
43, Other-service,40, Male, HS-grad, Private, >50K
30, Other-service,40, Female, HS-grad, Private, <=50K
21, Sales,20, Female, Some-college, Private, <=50K
33, Exec-managerial,40, Female, Prof-school, Private, >50K
33, Adm-clerical,50, Male, Some-college, Private, <=50K
33, Adm-clerical,38, Female, 11th, Private, <=50K
70, Other-service,35, Female, 7th-8th, Private, <=50K
25, Other-service,42, Male, Some-college, Private, <=50K
17, Other-service,25, Male, 11th, Private, <=50K
20, Farming-fishing,40, Male, Some-college, Private, <=50K
19, Other-service,35, Male, Some-college, Private, <=50K
71, Exec-managerial,40, Male, Some-college, Federal-gov, >50K
31, Exec-managerial,40, Male, Assoc-acdm, Private, <=50K
26, Sales,55, Male, Bachelors, Private, <=50K
52, Exec-managerial,40, Male, Masters, Private, <=50K
26, Exec-managerial,40, Female, Bachelors, Private, <=50K
38, Machine-op-inspct,45, Male, HS-grad, Private, <=50K
25, Other-service,40, Male, Some-college, Private, <=50K
22, Prof-specialty,9, Female, Bachelors, Private, <=50K
48, Protective-serv,40, Male, Some-college, State-gov, >50K
53, Craft-repair,40, Male, HS-grad, Private, >50K
30, Craft-repair,50, Male, Assoc-acdm, Self-emp-not-inc, <=50K
44, Craft-repair,60, Male, Some-college, Private, >50K
32, Prof-specialty,56, Male, Bachelors, Federal-gov, >50K
59, Craft-repair,20, Male, 11th, Self-emp-not-inc, <=50K
49, Handlers-cleaners,40, Female, Some-college, Private, <=50K
65, ?,40, Male, HS-grad, ?, <=50K
31, Craft-repair,50, Male, HS-grad, Private, >50K
53, Craft-repair,40, Male, 5th-6th, Private, >50K
44, Machine-op-inspct,40, Male, 9th, Private, <=50K
36, Prof-specialty,55, Male, Bachelors, Private, >50K
36, Sales,40, Female, HS-grad, Private, <=50K
37, Machine-op-inspct,50, Male, 9th, Private, >50K
63, ?,54, Male, Bachelors, ?, >50K
67, Prof-specialty,30, Female, HS-grad, Self-emp-inc, >50K
29, Sales,40, Male, Bachelors, Private, <=50K
52, Sales,40, Male, HS-grad, Private, <=50K
37, Craft-repair,40, Male, HS-grad, Private, <=50K
21, Other-service,40, Female, Some-college, Private, <=50K
36, Exec-managerial,38, Female, Some-college, Private, <=50K
24, Machine-op-inspct,30, Female, HS-grad, Private, <=50K
31, Exec-managerial,40, Male, HS-grad, Private, <=50K
54, Adm-clerical,35, Female, HS-grad, Federal-gov, <=50K
44, Tech-support,40, Male, Bachelors, Private, <=50K
18, Handlers-cleaners,30, Male, Some-college, Private, <=50K
41, Transport-moving,40, Female, HS-grad, Private, <=50K
37, Exec-managerial,70, Female, Masters, Self-emp-inc, <=50K
30, Other-service,40, Male, HS-grad, Private, <=50K
26, Prof-specialty,20, Male, Bachelors, State-gov, <=50K
68, Prof-specialty,50, Male, Doctorate, Self-emp-not-inc, <=50K
31, Sales,40, Male, Some-college, Private, <=50K
48, Craft-repair,40, Male, HS-grad, Private, <=50K
80, ?,8, Male, HS-grad, ?, <=50K
26, Machine-op-inspct,40, Male, Some-college, Private, <=50K
63, Transport-moving,40, Male, 9th, Private, <=50K
19, Machine-op-inspct,20, Male, Some-college, Private, <=50K
30, ?,30, Female, Some-college, ?, <=50K
42, Sales,60, Male, HS-grad, Self-emp-inc, <=50K
64, Other-service,40, Male, Assoc-acdm, Federal-gov, >50K
32, Transport-moving,40, Male, Bachelors, Private, <=50K
50, Craft-repair,47, Male, HS-grad, Private, <=50K
73, Farming-fishing,40, Male, HS-grad, Private, <=50K
32, Prof-specialty,40, Female, Bachelors, Private, <=50K
53, Transport-moving,45, Male, Some-college, Private, >50K
58, Sales,40, Male, Bachelors, Private, <=50K
37, Craft-repair,40, Male, Some-college, Local-gov, >50K
24, Craft-repair,15, Male, Some-college, Private, <=50K
53, Exec-managerial,50, Male, Bachelors, Private, >50K
23, Exec-managerial,40, Female, Some-college, Private, <=50K
42, ?,40, Female, Assoc-acdm, ?, <=50K
30, Exec-managerial,40, Female, HS-grad, Private, <=50K
38, Other-service,35, Female, Bachelors, Private, <=50K
28, Craft-repair,40, Male, HS-grad, Private, <=50K
19, Other-service,20, Female, 12th, Private, <=50K
45, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
26, Adm-clerical,40, Male, Bachelors, Private, <=50K
33, Sales,40, Female, 9th, Private, <=50K
29, Farming-fishing,50, Male, HS-grad, Private, <=50K
54, Exec-managerial,55, Female, Masters, Private, >50K
23, Exec-managerial,50, Female, Some-college, Private, <=50K
43, Sales,55, Male, HS-grad, Self-emp-inc, >50K
37, Priv-house-serv,30, Female, 9th, Private, <=50K
31, Other-service,40, Male, 7th-8th, Private, <=50K
56, Exec-managerial,40, Male, 12th, Self-emp-inc, <=50K
25, Craft-repair,40, Male, 11th, Private, <=50K
17, Other-service,25, Female, 11th, Private, <=50K
37, Adm-clerical,68, Female, HS-grad, Private, <=50K
60, Tech-support,40, Male, Assoc-voc, Private, <=50K
59, Exec-managerial,40, Female, Bachelors, Federal-gov, <=50K
59, Craft-repair,40, Male, HS-grad, Federal-gov, >50K
46, Prof-specialty,40, Male, Prof-school, Self-emp-not-inc, >50K
28, ?,16, Male, HS-grad, ?, <=50K
33, ?,40, Male, HS-grad, ?, <=50K
24, Craft-repair,50, Male, HS-grad, Private, <=50K
29, Other-service,40, Female, HS-grad, Private, >50K
33, Other-service,99, Female, Assoc-voc, Self-emp-not-inc, <=50K
29, ?,40, Male, HS-grad, ?, <=50K
23, Protective-serv,40, Male, Some-college, State-gov, <=50K
20, Adm-clerical,25, Male, Some-college, Private, <=50K
60, Other-service,44, Female, HS-grad, Private, <=50K
44, Sales,35, Female, 10th, Private, <=50K
18, Transport-moving,25, Male, HS-grad, Private, <=50K
52, Other-service,40, Female, 12th, Federal-gov, <=50K
31, Craft-repair,45, Male, HS-grad, Private, <=50K
30, Prof-specialty,55, Female, Bachelors, Private, >50K
33, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
20, Other-service,32, Female, Some-college, Private, <=50K
27, ?,35, Female, Bachelors, ?, >50K
33, Adm-clerical,50, Female, Assoc-voc, Private, <=50K
25, Other-service,35, Female, HS-grad, Private, <=50K
63, Craft-repair,20, Female, HS-grad, Private, <=50K
63, Exec-managerial,35, Male, Some-college, Self-emp-not-inc, <=50K
43, Sales,30, Female, HS-grad, Private, <=50K
58, Machine-op-inspct,40, Female, 11th, Private, <=50K
70, ?,35, Female, Assoc-voc, ?, <=50K
35, Adm-clerical,40, Female, Assoc-voc, Private, >50K
42, Exec-managerial,55, Male, Some-college, Private, >50K
20, Protective-serv,25, Male, Some-college, Local-gov, <=50K
35, Craft-repair,40, Male, HS-grad, Private, <=50K
62, Exec-managerial,40, Male, 9th, Private, <=50K
41, Craft-repair,50, Female, HS-grad, Private, <=50K
43, Prof-specialty,35, Female, Bachelors, Self-emp-not-inc, <=50K
19, Machine-op-inspct,40, Male, 12th, Private, <=50K
46, Adm-clerical,40, Female, HS-grad, Private, <=50K
47, Prof-specialty,50, Male, Bachelors, Private, >50K
36, Exec-managerial,40, Male, Bachelors, Self-emp-not-inc, >50K
45, Adm-clerical,40, Female, Assoc-acdm, Private, <=50K
48, Craft-repair,30, Male, 10th, Private, <=50K
29, Adm-clerical,40, Female, Assoc-acdm, Private, <=50K
48, Exec-managerial,40, Male, Bachelors, State-gov, >50K
36, Sales,25, Female, HS-grad, Private, <=50K
58, Craft-repair,40, Male, 11th, Private, <=50K
43, Adm-clerical,40, Female, HS-grad, Private, <=50K
59, Craft-repair,4, Male, Bachelors, Private, <=50K
42, Exec-managerial,40, Male, Bachelors, Private, <=50K
33, Tech-support,40, Male, Assoc-voc, Federal-gov, >50K
23, Armed-Forces,40, Male, Some-college, Federal-gov, <=50K
21, Handlers-cleaners,25, Male, Some-college, Private, <=50K
48, Machine-op-inspct,40, Female, 5th-6th, Private, <=50K
32, Craft-repair,40, Male, HS-grad, Local-gov, <=50K
31, Adm-clerical,50, Male, Some-college, Private, >50K
66, Prof-specialty,40, Female, Masters, Local-gov, <=50K
23, Adm-clerical,32, Male, Bachelors, Local-gov, <=50K
52, Adm-clerical,35, Female, Some-college, Private, >50K
17, Handlers-cleaners,15, Male, 11th, Private, <=50K
35, Sales,43, Male, Some-college, Private, >50K
39, Prof-specialty,55, Male, Doctorate, Private, >50K
21, ?,10, Female, Some-college, ?, <=50K
24, Adm-clerical,40, Female, Some-college, Private, <=50K
45, Other-service,84, Male, HS-grad, Private, >50K
25, Craft-repair,50, Male, HS-grad, Private, <=50K
29, Prof-specialty,40, Male, Bachelors, Federal-gov, <=50K
56, Adm-clerical,44, Male, Bachelors, Private, >50K
34, Farming-fishing,40, Male, HS-grad, Self-emp-not-inc, <=50K
64, Craft-repair,40, Male, HS-grad, Local-gov, >50K
27, Adm-clerical,39, Male, HS-grad, Private, <=50K
47, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
36, Tech-support,42, Male, Bachelors, Private, >50K
44, Machine-op-inspct,40, Male, HS-grad, Federal-gov, <=50K
31, Farming-fishing,60, Female, HS-grad, Private, <=50K
23, Adm-clerical,35, Female, HS-grad, Private, <=50K
45, Prof-specialty,50, Male, Some-college, Local-gov, >50K
31, Machine-op-inspct,64, Male, HS-grad, Local-gov, <=50K
45, Craft-repair,60, Male, 10th, Private, <=50K
42, Adm-clerical,35, Female, HS-grad, Private, <=50K
33, Prof-specialty,40, Male, Assoc-acdm, Private, >50K
33, Prof-specialty,40, Female, Masters, Local-gov, <=50K
30, Adm-clerical,20, Female, Some-college, Self-emp-not-inc, >50K
25, Machine-op-inspct,42, Male, Some-college, Private, <=50K
33, Exec-managerial,32, Female, Masters, Private, <=50K
70, Exec-managerial,8, Male, Masters, Self-emp-not-inc, >50K
22, Transport-moving,40, Male, 9th, Private, <=50K
30, Sales,40, Male, Bachelors, Private, >50K
46, Exec-managerial,50, Male, Assoc-acdm, Private, >50K
43, Transport-moving,60, Male, 12th, Self-emp-not-inc, <=50K
37, Machine-op-inspct,25, Female, 7th-8th, Private, <=50K
59, Exec-managerial,60, Male, Some-college, Self-emp-inc, >50K
51, Farming-fishing,45, Male, HS-grad, Self-emp-not-inc, <=50K
47, Exec-managerial,65, Male, Bachelors, Private, <=50K
36, Exec-managerial,60, Male, Some-college, Private, <=50K
73, Prof-specialty,6, Male, 5th-6th, Local-gov, <=50K
32, Prof-specialty,40, Female, Masters, Local-gov, <=50K
34, Sales,50, Male, HS-grad, Private, <=50K
51, Transport-moving,40, Male, HS-grad, Local-gov, <=50K
20, Machine-op-inspct,45, Female, HS-grad, Private, <=50K
57, Other-service,40, Male, Some-college, Private, <=50K
19, Other-service,20, Male, Some-college, Private, <=50K
45, Sales,40, Male, 12th, Private, >50K
55, Craft-repair,40, Male, 10th, Private, <=50K
60, Craft-repair,40, Male, Some-college, Private, <=50K
19, Farming-fishing,40, Male, HS-grad, Private, <=50K
35, Tech-support,40, Male, HS-grad, Private, <=50K
20, Machine-op-inspct,30, Female, HS-grad, Private, <=50K
34, Prof-specialty,15, Male, Bachelors, Local-gov, <=50K
26, Prof-specialty,40, Male, Prof-school, Private, >50K
73, Tech-support,40, Female, Some-college, Federal-gov, <=50K
27, Prof-specialty,55, Male, Masters, Private, <=50K
37, Farming-fishing,84, Male, Assoc-voc, Self-emp-not-inc, <=50K
73, Sales,40, Male, HS-grad, Self-emp-not-inc, <=50K
46, Tech-support,40, Male, Assoc-voc, Federal-gov, >50K
36, Adm-clerical,40, Male, HS-grad, Local-gov, <=50K
54, Farming-fishing,60, Male, HS-grad, Self-emp-not-inc, >50K
49, Other-service,50, Male, 11th, Private, <=50K
68, Farming-fishing,40, Male, HS-grad, Local-gov, <=50K
34, Exec-managerial,50, Male, Bachelors, Private, <=50K
30, Prof-specialty,40, Male, Assoc-voc, Private, <=50K
28, Sales,50, Male, Bachelors, Private, <=50K
28, Exec-managerial,50, Male, 11th, Private, >50K
25, Other-service,40, Male, Some-college, Local-gov, <=50K
26, Machine-op-inspct,40, Male, Some-college, Private, <=50K
40, Tech-support,55, Male, Some-college, Private, >50K
32, Adm-clerical,40, Female, HS-grad, Local-gov, <=50K
60, ?,20, Female, 11th, ?, <=50K
18, Priv-house-serv,30, Female, 12th, Private, <=50K
36, Prof-specialty,40, Male, Bachelors, Private, <=50K
26, Prof-specialty,40, Female, Bachelors, Private, <=50K
24, Prof-specialty,45, Female, HS-grad, Private, <=50K
90, Other-service,40, Male, HS-grad, Local-gov, <=50K
20, Adm-clerical,40, Female, Some-college, Private, <=50K
27, Tech-support,50, Male, Bachelors, Private, <=50K
58, Prof-specialty,50, Female, Bachelors, Local-gov, <=50K
37, Exec-managerial,40, Male, Masters, Private, >50K
65, ?,75, Female, HS-grad, ?, <=50K
28, Exec-managerial,40, Male, HS-grad, Private, <=50K
36, Prof-specialty,60, Female, Bachelors, Local-gov, <=50K
45, Craft-repair,40, Male, HS-grad, Local-gov, >50K
23, Sales,48, Male, HS-grad, Private, <=50K
69, Exec-managerial,35, Male, HS-grad, Local-gov, <=50K
58, Exec-managerial,40, Male, HS-grad, Self-emp-not-inc, <=50K
22, Adm-clerical,20, Male, HS-grad, Private, <=50K
58, Farming-fishing,35, Male, Bachelors, Self-emp-not-inc, <=50K
53, Protective-serv,60, Male, Some-college, Federal-gov, >50K
44, Farming-fishing,60, Male, HS-grad, Self-emp-inc, <=50K
31, Other-service,40, Male, 10th, Private, <=50K
46, Machine-op-inspct,40, Female, Bachelors, Private, <=50K
48, Other-service,40, Male, HS-grad, Private, <=50K
46, Adm-clerical,40, Female, Some-college, Federal-gov, <=50K
43, Machine-op-inspct,40, Female, 9th, Private, <=50K
43, Adm-clerical,40, Female, Some-college, Private, <=50K
17, Sales,15, Male, 10th, Self-emp-inc, <=50K
20, Sales,40, Male, Some-college, Private, <=50K
22, Prof-specialty,35, Female, Some-college, Private, <=50K
19, ?,35, Male, Some-college, ?, <=50K
35, Other-service,40, Female, Some-college, Private, <=50K
29, Tech-support,40, Male, Bachelors, Private, <=50K
18, ?,40, Female, Some-college, ?, <=50K
25, Craft-repair,35, Male, HS-grad, Private, <=50K
54, Machine-op-inspct,40, Male, 10th, Private, <=50K
23, Sales,16, Female, Some-college, Private, <=50K
36, Priv-house-serv,35, Female, 5th-6th, Private, <=50K
26, Craft-repair,50, Male, HS-grad, Self-emp-not-inc, <=50K
25, Other-service,40, Male, HS-grad, Local-gov, <=50K
46, Other-service,40, Female, 9th, Private, <=50K
41, Craft-repair,50, Female, Some-college, Private, <=50K
31, Prof-specialty,40, Male, HS-grad, Private, <=50K
48, Prof-specialty,40, Male, Masters, Federal-gov, >50K
52, Exec-managerial,50, Female, Masters, Self-emp-inc, <=50K
22, Handlers-cleaners,43, Male, HS-grad, Federal-gov, <=50K
18, Craft-repair,25, Male, HS-grad, Private, <=50K
46, Adm-clerical,40, Female, Some-college, Private, <=50K
34, Protective-serv,40, Male, Some-college, Local-gov, <=50K
30, Armed-Forces,48, Male, HS-grad, Federal-gov, <=50K
31, Other-service,40, Male, 11th, Private, <=50K
21, Craft-repair,40, Male, HS-grad, Private, <=50K
41, Sales,45, Male, HS-grad, Self-emp-not-inc, <=50K
45, Exec-managerial,60, Male, Bachelors, State-gov, >50K
30, Adm-clerical,40, Male, Bachelors, State-gov, <=50K
21, Other-service,35, Male, 9th, Private, <=50K
44, Sales,46, Female, Some-college, Private, <=50K
54, Craft-repair,50, Female, 11th, Private, >50K
36, Craft-repair,40, Male, HS-grad, Private, >50K
50, Exec-managerial,50, Male, Bachelors, Private, >50K
26, Prof-specialty,35, Female, Bachelors, Private, <=50K
47, Prof-specialty,35, Male, Prof-school, Local-gov, <=50K
36, Other-service,37, Male, HS-grad, Private, <=50K
32, Sales,60, Male, Some-college, Self-emp-not-inc, <=50K
21, Other-service,35, Female, 10th, Private, <=50K
30, Sales,45, Male, HS-grad, Private, <=50K
34, Priv-house-serv,40, Female, HS-grad, Private, <=50K
51, Craft-repair,45, Male, HS-grad, Private, <=50K
55, Transport-moving,50, Male, 10th, Self-emp-not-inc, <=50K
43, Adm-clerical,40, Male, Some-college, Private, <=50K
37, Handlers-cleaners,30, Male, HS-grad, Private, <=50K
28, Exec-managerial,40, Female, Some-college, Local-gov, <=50K
39, Prof-specialty,50, Male, Some-college, Private, <=50K
35, Craft-repair,40, Male, HS-grad, Self-emp-not-inc, <=50K
59, ?,20, Male, Masters, ?, <=50K
26, Craft-repair,36, Male, HS-grad, Private, <=50K
68, Adm-clerical,40, Male, HS-grad, Private, <=50K
46, Prof-specialty,40, Male, Prof-school, Private, >50K
21, Other-service,37, Male, HS-grad, Private, <=50K
23, Sales,20, Female, Some-college, Private, <=50K
17, Sales,30, Female, 10th, Private, <=50K
23, Other-service,40, Female, HS-grad, Local-gov, <=50K
34, Adm-clerical,15, Male, HS-grad, Private, <=50K
33, Prof-specialty,40, Female, Assoc-acdm, Private, <=50K
31, Transport-moving,45, Male, Assoc-acdm, Private, <=50K
31, ?,30, Female, Bachelors, ?, <=50K
56, Sales,40, Male, HS-grad, Self-emp-not-inc, <=50K
21, Adm-clerical,40, Female, HS-grad, Private, <=50K
45, Adm-clerical,40, Female, HS-grad, Private, <=50K
41, Exec-managerial,40, Male, Bachelors, Self-emp-inc, >50K
26, Handlers-cleaners,30, Female, 10th, Private, <=50K
41, Other-service,40, Female, 11th, Private, <=50K
46, Exec-managerial,55, Male, Masters, Self-emp-inc, >50K
47, Adm-clerical,40, Female, HS-grad, State-gov, <=50K
43, Prof-specialty,60, Male, Prof-school, Self-emp-not-inc, >50K
35, Sales,45, Male, HS-grad, Private, <=50K
44, Sales,50, Male, HS-grad, Self-emp-not-inc, <=50K
58, Exec-managerial,30, Male, Bachelors, Self-emp-inc, >50K
25, Tech-support,25, Female, Assoc-acdm, Private, <=50K
44, Craft-repair,40, Male, Assoc-voc, Private, <=50K
57, Craft-repair,42, Male, Some-college, Private, <=50K
24, Handlers-cleaners,40, Male, Some-college, Private, <=50K
38, Adm-clerical,50, Female, Bachelors, Private, <=50K
33, Handlers-cleaners,35, Male, 7th-8th, Private, <=50K
25, Prof-specialty,40, Female, Some-college, Private, <=50K
33, Machine-op-inspct,84, Male, HS-grad, Private, >50K
50, Protective-serv,52, Male, Some-college, Local-gov, >50K
35, Sales,50, Male, HS-grad, Private, >50K
36, Adm-clerical,55, Male, Bachelors, Private, >50K
27, Other-service,40, Female, Some-college, Private, <=50K
22, Craft-repair,50, Male, Assoc-voc, Private, <=50K
30, Transport-moving,40, Male, HS-grad, Private, <=50K
90, Exec-managerial,40, Female, Masters, Private, <=50K
39, Other-service,40, Male, HS-grad, Private, <=50K
34, Prof-specialty,45, Male, Bachelors, State-gov, <=50K
39, Exec-managerial,60, Male, Bachelors, Private, >50K
19, Other-service,4, Female, Some-college, Private, <=50K
19, Craft-repair,40, Male, 10th, Private, <=50K
29, Craft-repair,40, Male, HS-grad, Private, <=50K
66, Craft-repair,30, Male, Assoc-acdm, Self-emp-not-inc, <=50K
38, Tech-support,45, Male, Some-college, Private, <=50K
44, Handlers-cleaners,40, Male, 5th-6th, Private, <=50K
34, Craft-repair,40, Male, 7th-8th, Self-emp-not-inc, <=50K
35, Exec-managerial,40, Female, Assoc-acdm, State-gov, <=50K
29, Prof-specialty,40, Male, Bachelors, Local-gov, <=50K
22, Transport-moving,40, Male, HS-grad, Private, <=50K
33, ?,40, Male, Some-college, ?, <=50K
73, Prof-specialty,60, Male, Assoc-voc, Private, >50K
35, Exec-managerial,40, Male, Some-college, Local-gov, <=50K
41, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
27, Other-service,50, Female, Some-college, Self-emp-not-inc, <=50K
25, Adm-clerical,50, Male, HS-grad, Private, <=50K
